MDS_Dim1,MDS_Dim2,Output
-0.08227961292384807,0.8052709067661848,0.0309
0.25947546009766836,0.5175257627783528,0.239
0.3290022831721537,0.25517083360501563,0.0745
-0.45144331572658913,0.30605136605897165,0.145
-0.5621749325258356,0.9213016932731359,-0.18
-0.0150859682210158,-0.10037227394154195,0.113
-0.7715934489382921,0.8439285423991537,0.119
-0.9353136989906717,0.028857893942538983,0.22
0.5943828878246181,-0.2306425148451581,-0.0847
0.6840302358149651,-0.34697421006364093,-0.397
-0.9456557027479325,0.15207120564212562,0.0629
0.8101703956319644,0.3220077025390391,-0.0083
0.3706741193190707,0.4155654191268228,0.165
0.6427301100261279,0.7298773176891932,0.0576
-0.20229663729036998,0.7744701657916712,0.185
-0.31433337227216185,0.13808637661799977,0.163
0.578222326263417,0.7029253790713055,0.194
-0.27276349987683357,0.44392785107513855,0.139
-0.5060542747192465,0.6306875911898802,0.205
-0.5136245940602513,0.6749142324972836,0.0594
0.35979090817971277,-0.015199565170682033,-0.068
0.1422728460185855,0.4582181135724538,0.235
0.4763113211767103,0.35287956647985896,0.0942
0.4157773225253667,0.7417039089415327,-0.0159
0.4499510883930553,-0.5506247489408743,-0.598
0.0015731338268420974,0.6438381215327806,0.0818
-0.5536815219546942,0.5649673122406336,0.137
0.0912631822576966,0.16088925665351272,0.0748
0.03062604472761328,0.5470363329076005,0.19
-0.3097258594146666,0.09545801366493153,0.199
0.9439657952193026,-0.030818188606290875,-0.199
-0.280542389490032,-0.27103024963638833,-0.0271
0.26030415052065237,0.050481222209447514,0.062
0.18406225903081275,1.1101304420992015,0.025
-0.6528434501047811,0.48628168052597953,0.155
-0.20757967940242752,-0.4462013831319717,-0.142
0.5413919062543854,0.11883101538478719,0.199
0.12581667605039454,0.7775749673431042,0.0969
-0.8133503253305546,-0.07757990948206651,0.226
-0.2842573081969404,-0.46018803217844284,-0.156
-0.23763392084259594,-0.500095127359825,-0.158
-0.24962698755634014,-0.4590688322202291,-0.128
-0.25623820823756505,-0.49784889457376663,-0.106
-0.20541111075038956,-0.4382289566753903,-0.129
-0.22005877312865463,-0.42286311594045517,-0.112
-0.20542523693591466,-0.47582103397019565,-0.19
-0.27076789945840507,-0.46213264106998175,-0.153
-0.22981674020949605,-0.45220034978973994,-0.13
-0.23911997868177515,-0.45493856264025956,-0.132
-0.21825089203156983,-0.4251271393430124,-0.1
-0.21609309887204323,-0.4345892890706868,-0.121
-0.20841310575415126,-0.48729591919887894,-0.152
-0.18419759604716637,-0.39760075460543176,-0.122
-0.22722551170048816,-0.4076759729617893,-0.0959
-0.20240117381419476,-0.49464833441904066,-0.215
-0.6354700972466556,0.259862676827778,0.166
-0.49090065893030893,-0.6489848384572467,-0.368
-0.16700162526945128,-0.14012528441035832,0.0614
0.5540087931737768,-0.5651012174225502,-0.256
0.47559560430473263,-0.5843278009841208,-0.665
-0.241333554208213,-0.2523431432096832,0.0019
0.8164585346005238,0.2179635302855817,0.0134
-0.6582548214969451,0.13997734426054606,0.184
-0.5519540950391888,0.9025079500733573,-0.147
0.12170894648181979,0.5307209907759908,0.218
0.3767921568269275,0.028932296581222025,-0.183
-0.7313382315509116,0.23908637384042092,0.163
-0.8820897926606007,0.7573808149595407,0.11
-0.024137851233984438,-0.36758623756141,-0.153
-0.28627481452374626,-0.46640443994715625,-0.145
-0.19677943977152454,0.3126456506606066,0.265
-0.44661581395094085,0.1423574029173585,0.115
-0.4661500803879327,0.4695943014025985,0.205
-0.9200883348819766,-0.42969561542154766,-0.0572
-0.127093961715382,0.464301706318857,0.176
0.3098080768686572,0.23705743205795146,0.0688
0.25286734284493456,0.83356393965654,0.146
0.0970168094372442,0.4737921467612386,0.125
0.4014174896077978,0.6622532242484813,0.0504
-0.17421739887287624,-0.04010295714964607,0.189
-0.4388325212762573,0.28192018652985046,0.189
-0.09985962226402302,-0.663549589588441,-0.334
-0.3078747964447351,0.8025896120242626,0.159
-0.44612069418360595,0.7367618220431819,0.146
0.5874009678107267,0.24518346021732287,-0.139
0.3437850786125761,0.6056977230718124,0.21
0.2612116452807585,0.2904231163074107,0.2
-0.30103954676315137,-0.5627861955091377,-0.119
-0.1175286305274448,-0.13890550757211548,0.053
-0.15893720583418572,0.6782379256260969,0.181
-0.02403220990465993,0.7367977019975013,0.156
-0.6777922584835658,-0.35554708596084933,0.0484
-0.10473651137341759,0.42894243770668794,0.151
0.029436961914944635,-0.3733814305688753,-0.115
-0.652795172767656,0.186515199009136,0.147
-0.29894179836346135,0.602212295925806,0.12
0.09111010306040238,-0.37336328259462104,-0.21
-0.0622419904541006,-0.6357284908325466,-0.361
-0.29570323656217806,0.28217298796173307,0.2
0.6333579413281678,-0.521977480796639,-0.498
-0.19556771227505307,0.3862418440352248,0.197
0.4117544859751484,0.8156651370102412,0.0924
0.10351672014038374,0.19449480664794477,0.0593
-0.39107747959334715,0.3499920674237031,0.196
0.7489871318653722,-0.1958437388103947,-0.126
-0.11954927877528396,0.07267520578300025,0.135
0.013127452472525626,0.8676014504761344,0.101
-0.32088948184334304,0.8096363712378059,0.13
-0.26824651665278587,-0.4549095476569393,-0.15
-0.21825912160548633,-0.5188016673289627,-0.216
0.7576664804483507,0.3486383033787485,0.0616
-0.7019443423025108,-0.1887170475784562,0.141
-0.44104650865554956,-0.578284434326145,-0.0806
-0.06466529327833818,0.502021901661879,0.189
-0.0397414806703751,0.21752194506622188,0.0691
0.28145625671269603,0.6003066970606744,0.153
-0.5805825398973725,0.26156254597672934,0.215
-0.2010339797387814,0.6745394034195019,0.167
0.2824392297059193,0.36146359455289656,0.0136
0.3281561591508653,-0.857471539058471,-0.0518
-0.4765912218334646,-0.08502601894871924,0.0993
0.5469049941359418,-0.2434343268096298,-0.268
-0.38274194260215666,0.07857856785731147,0.164
-0.44583505007958946,0.2534208363565244,0.219
-0.054745536774319925,-0.47434023353609917,-0.141
0.034913463190865524,0.41476437525523396,0.119
0.4784099872005807,0.08238789049883226,-0.177
-0.6238982146617603,-0.6025989005888632,0.0389
0.021742103522036142,0.43068277811098005,0.155
-0.4486114687890089,0.6855966755868654,0.135
0.4221265633358453,0.9780196957838392,0.0855
0.21750750871632096,0.8956994776837789,0.136
-0.18161816772418748,1.0081822014446562,0.135
-0.6575862572071559,-0.051083477547137726,0.131
-0.35899957962797463,0.8001445913527578,0.151
-0.45247172462576685,-0.2894395127272934,0.0056
-0.638784162990758,-0.02900402057176915,0.14
0.0812749576579515,-0.21983639806943128,0.0917
0.5082000745618847,0.4280898517783555,-0.0032
-0.2702894130956126,0.11758797509189016,0.139
-0.1631806662543899,-0.09406809718605855,0.181
0.10676912276773168,1.087082042416161,0.0947
-0.11530562585852716,0.9116347300217641,-0.0198
-0.2579455728361929,0.6778405501983907,0.133
0.16175688444825345,-0.1517062865955947,-0.125
0.22841171856782208,-0.4070876974924513,-0.425
0.7236077656598511,0.3114256995600597,-0.0023
-0.8177128390361724,-0.4836076961581874,-0.103
-0.140337557563824,-0.31961913305175843,-0.148
0.49442185675715833,0.24993505046568976,0.0019
0.6860114338421677,0.1391673435949068,0.0071
-0.21441505690238385,-0.531566230974067,-0.199
0.463264826304939,-0.5569981312461738,-0.661
-0.5276304410708357,0.47565396634060375,0.192
0.2839118157952578,0.4305284298212481,0.155
-0.31831228213299195,-0.6306060306952336,-0.139
-0.1725621174067772,-0.5438751124856177,-0.272
