-3.319999933242797852e+00,-9.769999980926513672e-01
-4.309999942779541016e-01,-3.370000049471855164e-02
-2.509999990463256836e+00,2.700000107288360596e-01
-2.240000069141387939e-01,2.549999952316284180e-01
-2.890000104904174805e+00,3.039999902248382568e-01
-1.100000023841857910e+00,-1.489999983459711075e-02
-7.839999794960021973e-01,-4.120000004768371582e-01
-1.320000052452087402e+00,-1.049999967217445374e-01
-2.339999914169311523e+00,2.789999961853027344e+00
-9.300000071525573730e-01,1.779999971389770508e+00
-7.810000330209732056e-02,1.309999972581863403e-01
-1.899999976158142090e+00,-4.199999868869781494e-01
-2.680000066757202148e+00,3.479999899864196777e-01
-2.539999961853027344e+00,2.019999980926513672e+00
-6.819999814033508301e-01,-1.530000008642673492e-02
-7.189999818801879883e-01,1.620000004768371582e-01
-9.449999928474426270e-01,-3.459999859333038330e-01
-3.240000009536743164e-01,-2.549999952316284180e-01
-2.230000019073486328e+00,6.349999904632568359e-01
-6.280000209808349609e-01,1.500000000000000000e+00
-3.420000076293945312e+00,-6.319999694824218750e-02
-3.190000057220458984e+00,9.160000085830688477e-02
-6.270000338554382324e-02,9.079999923706054688e-01
-2.690000057220458984e+00,-4.880000114440917969e+00
-2.489999979734420776e-01,1.350000053644180298e-01
-3.960000038146972656e+00,-1.100000023841857910e+00
-8.550000190734863281e-01,1.340000033378601074e-01
-2.319999933242797852e+00,5.449999868869781494e-02
-3.569999933242797852e+00,-2.500000000000000000e+00
-6.779999732971191406e-01,-5.519999936223030090e-02
-1.039999961853027344e+00,-1.780000030994415283e-01
-1.669999957084655762e-01,3.359999954700469971e-01
-2.920000076293945312e+00,-9.060000181198120117e-01
-2.860000133514404297e-01,-2.039999961853027344e-01
-2.769999980926513672e+00,2.310000061988830566e-01
-3.109999895095825195e+00,3.549999892711639404e-01
-3.950000107288360596e-01,2.590000033378601074e-01
-3.920000076293945312e+00,2.329999953508377075e-01
-1.639999985694885254e+00,-1.389999985694885254e-01
-2.670000076293945312e+00,-8.780000209808349609e-01
-2.490000009536743164e+00,-1.120000004768371582e+00
-3.510000109672546387e-01,5.310000106692314148e-02
-1.440000057220458984e+00,4.360000044107437134e-02
-2.630000114440917969e+00,9.620000123977661133e-01
-2.389999926090240479e-01,-4.420000016689300537e-01
-4.359999895095825195e-01,7.220000028610229492e-02
-3.470000028610229492e+00,5.839999914169311523e-01
-1.690000057220458984e+00,6.389999985694885254e-01
-2.490000009536743164e+00,8.050000071525573730e-01
-4.250000119209289551e-01,-3.810000121593475342e-01
-3.789999961853027344e+00,-3.019999980926513672e+00
-1.840000033378601074e+00,-1.389999985694885254e+00
-2.750000000000000000e+00,6.420000195503234863e-01
-2.080000042915344238e-01,8.009999990463256836e-02
-8.029999732971191406e-01,3.100000023841857910e-01
-1.940000057220458984e+00,2.440000027418136597e-01
-3.750000000000000000e+00,6.980000138282775879e-01
-1.720000028610229492e+00,4.189999997615814209e-01
-1.059999942779541016e+00,-6.279999762773513794e-02
-7.789999842643737793e-01,-5.030000209808349609e-01
-2.759999990463256836e+00,-2.859999895095825195e+00
-1.120000004768371582e+00,8.569999933242797852e-01
-1.789999961853027344e+00,-3.260000050067901611e-01
-1.879999935626983643e-01,1.449999958276748657e-01
-1.399999976158142090e+00,-3.050000071525573730e-01
-9.449999928474426270e-01,-1.280000060796737671e-01
-8.709999918937683105e-01,2.850000001490116119e-02
-2.380000114440917969e+00,8.879999816417694092e-02
-7.079999923706054688e+00,5.590000152587890625e+00
-3.720000088214874268e-01,4.979999959468841553e-01
-1.700000017881393433e-01,-2.060000002384185791e-01
-2.980000019073486328e+00,-1.289999961853027344e+00
-1.909999966621398926e+00,-2.619999945163726807e-01
-2.109999954700469971e-01,8.050000071525573730e-01
-1.220000028610229492e+00,-5.220000147819519043e-01
-7.300000190734863281e-01,-3.079999983310699463e-01
-3.389999866485595703e-01,-1.740000009536743164e+00
-2.440000057220458984e+00,-1.029999971389770508e+00
-2.220000028610229492e+00,7.090000063180923462e-02
-2.280000001192092896e-01,8.009999990463256836e-02
-8.410000205039978027e-01,5.629999935626983643e-02
-1.429999947547912598e+00,-3.390000104904174805e+00
-2.399999946355819702e-01,-3.289999961853027344e-01
-2.500000000000000000e+00,-1.019999980926513672e+00
-1.129999995231628418e+00,1.199999973177909851e-01
