st,ad,theta,phi,alpha1,alpha2,m,p,t,ct,cl,eta
0.9300000071525574,0.9200000166893005,0.5299999713897705,0.699999988079071,1.0499999523162842,0.3400000035762787,0.7200000286102295,0.3700000047683716,0.9100000262260437,1.6212604817888674,2.799212050861483,-2.2304867682228835
0.8600000143051147,0.9200000166893005,0.5299999713897705,0.6600000262260437,1.0499999523162842,0.3400000035762787,0.9200000166893005,0.3799999952316284,0.6800000071525574,1.643916063703788,2.748380536869237,-2.2186122182031043
0.8600852956095943,0.9505270794533277,0.5299999713897705,0.6001114501260708,0.8999999761581421,0.9900000095367432,0.4699999988079071,0.3338124640271275,0.9055785605728853,3.2882439087361632,0.04499217279824291,-2.37113990784501
0.748491674199566,0.20021309373281548,0.00413890129006067,0.9900000095367432,0.8999999761581421,0.45959377511443766,0.699999988079071,0.3811648616064075,0.8999999761581421,-0.6586797189718008,2.7798428333427907,-0.31581603214389475
0.8600000143051147,0.9200000166893005,0.5053957808958777,0.6806165812277305,1.0,0.3400000035762787,0.9200000166893005,0.3899091106786766,0.6936939354577863,1.391571137197802,2.6105961145698666,-2.1759786977174653
0.8600000143051147,0.9200752710523619,0.009999999776482582,0.9900000095367432,0.8999999761581421,0.9978137270225255,0.8887475404221834,0.39179069560792734,0.9088407460156391,1.9348245168638805,2.8007423367369086,-2.3507697417220137
0.84981624505418,0.9860288467335084,0.5250082322504017,0.5996344418199394,0.8991389348802936,0.9900000095367432,0.4362366014442467,0.23005501216724547,0.9100000262260437,3.2910966332873133,-0.07391649443405501,-2.366311130106217
0.8331143029825981,0.8849230656506888,0.5299437772556469,0.7542139307759644,0.993346635264827,0.3386061539381091,0.7110211278024939,0.3700000047683716,0.907094513465372,-0.15260145330622893,2.615702293623984,-2.0391206169920695
0.7661097469137345,0.4807259405560047,0.5301409950023027,0.22307092037023218,0.9154549988919645,0.3225187420820903,0.18834714468801755,0.2963326087219993,0.9712021847862724,-0.13922831604516855,1.4132796373402192,-0.06262048427267315
0.748491674199566,0.18430483278882337,0.00413890129006067,0.9900000095367432,0.8999999761581421,0.45959377511443766,0.699999988079071,0.3811648616064075,0.9606516399154584,-0.6817284622453286,2.8078652716860764,-0.3152557932660822
0.8814765898967993,0.9200000166893005,0.05907476636983754,0.9912672367471127,0.8999999761581421,0.9849692048300503,0.9660766361363203,0.38999998569488525,0.9100000262260437,1.7308496259420016,2.693759291452514,-2.3190836341342713
