0,1,2,3,4,5,6,7
0.9997464616758558,0.651588243012671,0.9913889785209775,0.22215933534958313,0.01796058002871012,0.9916886163241292,0.5655220150947571,3.731799840927124
0.9891434155741793,0.5625464146151036,0.8546182641387927,0.05167053088629796,0.029279137289020565,0.987977031940625,1.122643232345581,2.636188268661499
0.986962145491391,0.6069671229695653,0.8926589793395368,0.022311518908178604,0.1503432080851483,0.9996850296379763,1.0988223552703857,2.898212194442749
0.9997463673706011,0.9294942658041446,0.9969947600241563,0.36169890131835225,0.030192340909480753,0.9937293888004469,-0.3240949511528015,4.740909576416016
0.969188250969,0.9832448004158525,0.9706878026179385,0.459776295065899,0.021966861674050327,0.9981155360096758,-0.5018002390861511,4.753063201904297
0.9996135128710317,0.6515826729792945,0.9933826526691816,0.05254630848913315,0.1280673016586005,0.9932151410931164,0.9622552990913391,3.5371129512786865
0.9920382619367071,0.8066454516397462,0.9606385993910145,0.054284309588391214,0.07336722401249485,0.9396012773187927,0.33205634355545044,3.863940954208374
0.9999704019266873,0.8379594172359175,0.9570607123723753,0.20819728437051022,0.023440878418078306,0.9978952838658539,0.049632370471954346,4.275730133056641
0.9996135128710317,0.64427008699402,0.9933826526691816,0.34607565393085216,0.009341718271891009,0.9932151410931164,0.43066197633743286,3.835254430770874
0.9991265588043938,0.612773237087076,0.9934793510788186,0.05169548865349642,0.12368479013473238,0.99746749505729,1.0949923992156982,3.392108678817749
0.9935625701916831,0.9530344372493458,0.9901920726074874,0.5556524706617985,0.04332186012230223,0.9981155360096758,-0.5732662081718445,4.778842926025391
0.9982483532287675,0.9294942658041446,0.9865156889715785,0.31308623394026697,0.07853805800100502,0.9940373537481292,-0.31752222776412964,4.639438629150391
0.9891434155741793,0.5564799295278768,0.8546182641387927,0.05167053088629796,0.029279137289020565,0.987977031940625,1.127948522567749,2.607623815536499
0.9996801813909274,0.8509995827349937,0.9912408233924253,0.2084581595114574,0.01765243735626032,0.9945325412208377,0.027918636798858643,4.442203521728516
0.9891434155741793,0.5625464146151036,0.8972669898504589,0.05167053088629796,0.017252862244652056,0.9883945236254094,1.1091992855072021,2.827075719833374
0.9792010661352797,0.5881601898130512,0.8772168102257683,0.01182546427913573,0.09761232336695186,0.9745009910367368,1.1215074062347412,2.6689794063568115
0.9994709020698958,0.7198424400679143,0.9561299403500051,0.2154903917333082,0.027272093797633817,0.9879591671784094,0.33173924684524536,3.878680944442749
0.9999757288475963,0.9185965008847089,0.9998370086614101,0.23199492915455494,0.023440878418078306,0.9978998125027857,-0.12565535306930542,4.608982086181641
0.999990070069506,0.5943470686796447,0.9953528280906646,0.2782863935082329,0.016939745771597802,0.9986709974510819,0.833827793598175,3.580188512802124
0.9997464616758558,0.651588243012671,0.9909069347476607,0.22215933534958313,0.018939072910579544,0.9917112654195759,0.5671060681343079,3.7298314571380615
0.9867077333465378,0.6083845985303719,0.9973070054698912,0.04305246802993193,0.04719967360833886,0.998753423417927,0.996080219745636,3.426868200302124
0.9997474956004668,0.6521536731117734,0.9909069347476607,0.05786828826161715,0.1365086561200379,0.9939401768826144,0.9783342480659485,3.5287816524505615
0.9999087108377489,0.8168356100341978,0.9915521489848059,0.1025430300511596,0.017811497409607427,0.9945325412208377,0.2873871922492981,4.254123687744141
0.9995527585602434,0.6515826729792945,0.9688123934838438,0.19826407097338136,0.04483211026739259,0.993155592488612,0.6335991024971008,3.611865758895874
0.9995516781680721,0.802927702632293,0.9733835546851103,0.22215933534958313,0.01796058002871012,0.9916886163241292,0.09842568635940552,4.264453887939453
0.9996135128710317,0.64427008699402,0.9957439660269937,0.34607565393085216,0.02786985980768064,0.9932151410931164,0.4427536129951477,3.8270909786224365
0.9982483532287675,0.9248333603642905,0.986473993309081,0.31308623394026697,0.07633744082458091,0.9940373537481292,-0.31145209074020386,4.634494781494141
0.9935625701916831,0.9530344372493458,0.9912791939335397,0.5556524706617985,0.04332186012230223,0.9981158477524389,-0.5733606219291687,4.781726837158203
0.9996135128710317,0.64427008699402,0.9950877317024338,0.38578787583434415,0.0021115151413556577,0.9919303643938697,0.357321560382843,3.8606297969818115
