,h0,theta0,fx,fy,fz,mx,my,mz,f_thrust,f_lift,mz,vy,wz,Cd,Cpout,Eta
0,-5.772836438914908e-05,-0.4091211190575413,-0.1939807959262163,-0.25889389441093424,14.147056102520942,-0.17740305183658175,0.07304866127443532,0.004584052332704823,0.07498291316948437,-0.31469375666518384,-0.004584052332704823,0.0,0.0,-2.3592227233403937,6.393993800531005,-0.3689748218311482
1,-5.56713509578799e-05,-0.39462311109803827,-0.19412021944390734,-0.2559979946145666,14.14806528507309,-0.17740523762219598,0.07305641568945437,0.004667214071087015,0.08077937178108247,-0.31095389680511176,-0.004667214071087015,0.00102007758853162,7.177164799673813,-2.3512463347487613,6.397565301285908,-0.36752205315921693
2,-5.3648054035022596e-05,-0.38041245985884603,-0.19420618601234674,-0.25317350438880193,14.149122002592307,-0.17740972050901418,0.0730668626178128,0.004737568987462516,0.08631848816268245,-0.30718395890944206,-0.004737568987462516,0.001002097184015228,7.000569722304159,-2.343784582319894,6.279626403099525,-0.3732363092751885
3,-5.166296222181899e-05,-0.36662083220882163,-0.19423316861172824,-0.2504468385423274,14.150239409681205,-0.17741702682661573,0.07308052113911045,0.004792548118442784,0.09154930943656465,-0.3034285198633886,-0.004792548118442784,0.0009834846324618932,6.78502502259487,-2.3368192765714886,6.162647186791858,-0.37919082591323655
4,-4.9714115505175024e-05,-0.35327235976846655,-0.19419963325045497,-0.24784230898474757,14.15143878256547,-0.17742761082530084,0.07309768388350159,0.004829657573014541,0.09646096481291029,-0.2997241897893208,-0.004829657573014541,0.0009553028432973673,6.5649211522621345,-2.3303281245544407,6.047685104204123,-0.38532563855457425
5,-4.784175084862952e-05,-0.3403611475997731,-0.19410724723275408,-0.2453833739430784,14.15272881379489,-0.1774417752747892,0.07311860895656926,0.004846597839474101,0.1010563940528607,-0.29610509765453064,-0.004846597839474101,0.000913470030248221,6.351439359131724,-2.3242874532589695,5.935385552140677,-0.39159839455091233
6,-4.606023538418214e-05,-0.32786660233193965,-0.19396529937341755,-0.2430825916645759,14.154096096902746,-0.1774596125509094,0.07314367626242477,0.0048411607663175265,0.10535462891943925,-0.2925954304096933,-0.0048411607663175265,0.0008749715231903827,6.162810347879452,-2.318674036451598,5.826289422120365,-0.39796753447372707
7,-4.434186475586799e-05,-0.3157099062082553,-0.19377878505281654,-0.24095616438159706,14.155522186054679,-0.1774811741251782,0.07317322708015706,0.004811386557254571,0.10938669145315118,-0.2892138351168042,-0.004811386557254571,0.0008219318835900316,5.994454019194823,-2.3134660132410088,5.720593197279208,-0.4044101605304367
8,-4.277250784982201e-05,-0.30388878625516036,-0.19355890211257387,-0.23902363026260198,14.15698585146772,-0.17750649381039824,0.07320760138586706,0.00475593845613924,0.11316627075557982,-0.2859908033035552,-0.00475593845613924,0.0007275426023278792,5.789618837654026,-2.3086440711211362,5.618566045345364,-0.4108956008506308
9,-4.143169434655647e-05,-0.2925514308576392,-0.19331786888995284,-0.23728981712102215,14.158469203354313,-0.17753551506590054,0.0732470312730789,0.004674112097116608,0.11667054089440249,-0.2829597862398272,-0.004674112097116608,0.0006436011774857433,5.543441224410153,-2.3041904943642986,5.521314747250269,-0.41732641587075503
10,-4.019810313987904e-05,-0.28171502135751975,-0.19305504044154764,-0.23576740232815319,14.159972104176761,-0.17756833378807738,0.07329158783853283,0.004565658954193111,0.11990066771489445,-0.28014343919138157,-0.004565658954193111,0.0006300233440015287,5.321624245303982,-2.3000861886084762,5.429855706186602,-0.42359987319512604
11,-3.8911600970550356e-05,-0.27126493387642325,-0.19277033860827109,-0.2344729705884694,14.161500317279907,-0.1776051027030917,0.07334129829836293,0.004430871644337378,0.12289414344981714,-0.2775518093788338,-0.004430871644337378,0.0006762553980310675,5.1445299981943275,-2.29631251124545,5.344063012771654,-0.42969413080600755
12,-3.749308154775477e-05,-0.26113690136474244,-0.1924621616956843,-0.23340505003278722,14.163057037844998,-0.17764576643601382,0.07339599931303142,0.004270526787733816,0.12567683206284358,-0.27518163991813016,-0.004270526787733816,0.0007409925902068791,4.986995928230057,-2.2928530547435058,5.263526106075444,-0.4356116049461542
13,-3.594763060972284e-05,-0.25131695016350303,-0.1921167051620647,-0.23256583647848605,14.16463984269341,-0.1776902184579073,0.07345544957971813,0.004085610032388691,0.12824709049737137,-0.2730354930741142,-0.004085610032388691,0.0007878131953198413,4.834742453995962,-2.2896925396029637,5.188293358051594,-0.44131901987570576
14,-3.4341828766475405e-05,-0.2417979315487586,-0.1917221126381885,-0.23196306120269372,14.16623714678571,-0.17773831866420173,0.07351946138886199,0.0038773348457674522,0.13060149116250538,-0.2711226304518029,-0.0038773348457674522,0.0008021691846105131,4.6870079257753385,-2.286815497130147,5.118605433971206,-0.4467653400187851
15,-3.273895387128079e-05,-0.23256891846040167,-0.19126797240263382,-0.23159297841305326,14.167836976016092,-0.17778980691897678,0.07358773382271044,0.0036473023412804065,0.1327414703141232,-0.2694409897845693,-0.0036473023412804065,0.0007938042378929929,4.540895535488532,-2.284205845599419,5.05464330070016,-0.451902480494126
16,-3.116661181490343e-05,-0.22363434940680446,-0.1907405384905152,-0.23145374478936054,14.169434029724643,-0.17784452374106186,0.07365999222633308,0.003397327995530738,0.13466005814059298,-0.26799152550452465,-0.003397327995530738,0.0007732503932134106,4.395025640713201,-2.281847263327604,4.996574629046012,-0.45668231393218955
17,-2.9645952298427145e-05,-0.21498881589754887,-0.19014160660900226,-0.2315470369647723,14.17102137117234,-0.1779023600963608,0.07373611272695982,0.0031291697190399675,0.1363668800575255,-0.2667806869216635,-0.0031291697190399675,0.0007404873563787705,4.253100436041761,-2.279723297664726,4.944474298055481,-0.46106484941407727
18,-2.820466238938835e-05,-0.20662194766263742,-0.1894835544674205,-0.23186487195524552,14.17258607986794,-0.17796306891290792,0.07381595600156099,0.0028445199983524096,0.13788493929484508,-0.2658064705308868,-0.0028445199983524096,0.0006898072334893251,4.115833090245845,-2.2778182341897075,4.898273535105681,-0.46502471082202707
19,-2.6886723364469845e-05,-0.1985254835365655,-0.18878138025600322,-0.2323960662293052,14.174115466232795,-0.17802639273021642,0.0738993977186162,0.0025450373076005665,0.13923934231421534,-0.2650636653374469,-0.0025450373076005665,0.000622781568870856,3.987099857576469,-2.2761180084226758,4.857933438915032,-0.4685362689800506
20,-2.5713536113904927e-05,-0.19067354823233154,-0.18805307473155342,-0.2331219112666656,14.175594644911433,-0.17809199725589378,0.07398629392220202,0.0022322339486431485,0.14046362279136632,-0.264536869076768,-0.0022322339486431485,0.0005669111152561963,3.8684929685022307,-2.274611051881622,4.823404267130701,-0.4715779407880153
21,-2.461907890344506e-05,-0.18305151166255657,-0.18730838622137735,-0.23401636814410287,14.177007508489531,-0.17815944512603457,0.07407637394340207,0.0019074331132698154,0.14158076714694717,-0.26420253307319913,-0.0019074331132698154,0.0005424105107110226,3.7560618289565126,-2.2732882660511122,4.794577332323588,-0.4741373657121539
22,-2.3543894071060837e-05,-0.1756493009165055,-0.18655565302637545,-0.23506539496844758,14.178342716400772,-0.17822841775393225,0.07416939227838475,0.0015719190259629277,0.14260808743557568,-0.26404864132529987,-0.0015719190259629277,0.0005362828904553749,3.651580331779536,-2.2721421911413247,4.771301108554282,-0.4762101865815361
23,-2.247394734162356e-05,-0.16844519033543842,-0.18580268879453454,-0.23625835207055612,14.179592045756255,-0.1782986112542892,0.07426504549474128,0.0012270763550918974,0.1435642997824898,-0.26406427231705715,-0.0012270763550918974,0.0005258200253033253,3.5495580576905827,-2.2711664316200917,4.753290461347938,-0.477809309169807
24,-2.1440613969847536e-05,-0.16145106868574316,-0.18505031200699307,-0.2375795322980352,14.180746770663617,-0.17836965247482978,0.07436292962290764,0.000874355230794847,0.14445269830973778,-0.26423676900059634,-0.000874355230794847,0.000494795742471688,3.4407372089188604,-2.2703550640333208,4.740280253744097,-0.47894954359293146
25,-2.0494764371736808e-05,-0.15468224149976298,-0.18430437734750793,-0.23901060976128186,14.181796842439805,-0.1784411440038982,0.07446265795287553,0.0005153658919903603,0.1452804393097851,-0.26455201575846704,-0.0005153658919903603,0.0004529089149096781,3.328156090601095,-2.269702284323948,4.732149359281546,-0.47963454067065703
26,-1.9628978310208823e-05,-0.14813844432333878,-0.18356745262708118,-0.24052821254141032,14.182731870031157,-0.1785126166141638,0.0745637450884836,0.00015201106336212855,0.14605564360672668,-0.2649878858796877,-0.00015201106336212855,0.0004139016507620495,3.215002125072891,-2.269202997775255,4.72879141042808,-0.47986954822560723
27,-1.883915776868861e-05,-0.14182223299947141,-0.18283261455971456,-0.24210949317089625,14.183542164338975,-0.17858365650689367,0.07466573698984312,-0.00021350241861789639,0.1467754684908892,-0.26552162525769796,0.00021350241861789639,0.00037530305923017,3.10777348472837,-2.2688530494769736,4.730049017051092,-0.479667978344011
28,-1.8127766073288143e-05,-0.1357073503844253,-0.18209239833530733,-0.24372400341046152,14.184219136552302,-0.17865387896273155,0.07476825857719548,-0.0005786390877160329,0.14744450824997493,-0.2661186734463592,0.0005786390877160329,0.00034599374250543567,3.0125921174413635,-2.268648910100002,4.735674985170444,-0.47905502746792694
29,-1.7455182798666867e-05,-0.12977186452970596,-0.18133325171593828,-0.245343497431601,14.1847600522122,-0.17872295251061068,0.07487088253416761,-0.0009407264100917603,0.14805910671250702,-0.26674647294639214,0.0009407264100917603,0.00033567426681368996,2.926154614894167,-2.268587333838427,4.745366424689381,-0.4780636795580907
