%% Pressure distribution along the foil using processing viscous simulation
% xcoord = [64.0 63.9992 63.996803 63.992798 63.987198 63.980003 63.9712 63.9608 63.9488 63.935204 63.92 63.9032 63.884804 63.8648 63.8432 63.82 63.795197 63.7688 63.7408 63.711197 63.68 63.6472 63.6128 63.576797 63.5392 63.5 63.459198 63.4168 63.372803 63.3272 63.28 63.2312 63.1808 63.1288 63.075203 63.019997 62.963203 62.9048 62.844803 62.783203 62.72 62.655197 62.5888 62.520798 62.451202 62.379997 62.307198 62.232803 62.1568 62.0792 62.0 61.919197 61.8368 61.7528 61.6672 61.58 61.491203 61.400803 61.3088 61.215202 61.120003 61.0232 60.924797 60.8248 60.723198 60.620003 60.515198 60.4088 60.300797 60.1912 60.08 59.9672 59.8528 59.7368 59.6192 59.5 59.379196 59.256798 59.132797 59.007202 58.879997 58.751198 58.620804 58.4888 58.3552 58.22 58.0832 57.9448 57.804802 57.6632 57.520004 57.3752 57.228798 57.080803 56.9312 56.78 56.627197 56.4728 56.316803 56.159203 56.0 56.159203 56.316803 56.4728 56.627197 56.78 56.9312 57.080803 57.228798 57.3752 57.520004 57.6632 57.804802 57.9448 58.0832 58.22 58.3552 58.4888 58.620804 58.751198 58.879997 59.007202 59.132797 59.256798 59.379196 59.5 59.6192 59.7368 59.8528 59.9672 60.08 60.1912 60.300797 60.4088 60.515198 60.620003 60.723198 60.8248 60.924797 61.0232 61.120003 61.215202 61.3088 61.400803 61.491203 61.58 61.6672 61.7528 61.8368 61.919197 62.0 62.0792 62.1568 62.232803 62.307198 62.379997 62.451202 62.520798 62.5888 62.655197 62.72 62.783203 62.844803 62.9048 62.963203 63.019997 63.075203 63.1288 63.1808 63.2312 63.28 63.3272 63.372803 63.4168 63.459198 63.5 63.5392 63.576797 63.6128 63.6472 63.68 63.711197 63.7408 63.7688 63.795197 63.82 63.8432 63.8648 63.884804 63.9032 63.92 63.935204 63.9488 63.9608 63.9712 63.980003 63.987198 63.992798 63.996803 63.9992 ];
% ycoord = [64.0 63.98226 63.964676 63.947243 63.929962 63.912834 63.895866 63.87906 63.86241 63.845932 63.829628 63.8135 63.797554 63.78179 63.76622 63.750847 63.735687 63.720734 63.706 63.691498 63.67723 63.663208 63.649437 63.635925 63.62269 63.609734 63.59707 63.5847 63.572647 63.560913 63.549507 63.538437 63.527725 63.517365 63.507385 63.49778 63.488564 63.47975 63.47135 63.46337 63.45582 63.448708 63.44204 63.435837 63.43009 63.424828 63.420044 63.41575 63.41195 63.40866 63.405876 63.40361 63.40187 63.400658 63.39998 63.39984 63.400246 63.4012 63.402702 63.404755 63.407364 63.410538 63.41427 63.418556 63.423416 63.428833 63.434814 63.44136 63.44848 63.456154 63.464394 63.473206 63.482574 63.492508 63.503006 63.51406 63.52569 63.537872 63.55062 63.563934 63.57782 63.59227 63.607292 63.622894 63.639076 63.655846 63.673218 63.691185 63.70977 63.72898 63.748833 63.76934 63.79052 63.8124 63.835 63.858345 63.88246 63.907394 63.933167 63.959816 64.0 64.040184 64.06683 64.092606 64.11753 64.141655 64.16499 64.1876 64.20947 64.23066 64.25117 64.27102 64.29023 64.308815 64.32678 64.34415 64.360916 64.3771 64.3927 64.40773 64.42218 64.43606 64.44938 64.46213 64.47431 64.48593 64.496994 64.50749 64.517426 64.526794 64.5356 64.543846 64.55152 64.55863 64.565186 64.57117 64.576584 64.581436 64.58573 64.58946 64.59263 64.595245 64.5973 64.5988 64.59975 64.60015 64.60001 64.599335 64.59813 64.59639 64.594124 64.59134 64.58805 64.58425 64.579956 64.57517 64.56991 64.56416 64.55796 64.55129 64.54418 64.53663 64.52865 64.52025 64.51144 64.50222 64.492615 64.48263 64.472275 64.46156 64.45049 64.43909 64.42735 64.4153 64.40293 64.39027 64.37731 64.364075 64.35056 64.33679 64.32277 64.3085 64.294 64.27927 64.26431 64.24915 64.23378 64.21821 64.202446 64.1865 64.17037 64.15407 64.13759 64.12094 64.10413 64.087166 64.07004 64.052765 64.035324 64.01774 ];
% resolution = 8; xLengths = 16; yLengths = 16; zoom = 2;
t fx fy theta thetavel y yvel Eta CP M Dphi Angle
2.6504855 24.050972 -18.798655 4.199233 2.7326653 -0.12149429 0.878369 -1.7933795 -1691.5765 141.3274 0.06638837 60.598323822021484;
2.6748462 21.82097 -15.786304 4.2578793 2.407423 -0.0992012 0.9151301 -1.7687659 -1697.125 121.75874 0.058646202 63.9585075378418;
2.6993117 19.348457 -13.025881 4.311407 2.1878674 -0.07470322 1.0013218 -1.7430369 -1700.7845 101.2167 0.053527594 67.02542877197266;
2.7238796 19.120867 -11.499346 4.361397 2.0347495 -0.046142578 1.1625199 -1.7171602 -1703.4607 94.64582 0.049989462 69.88961791992188;
2.748607 15.453355 -9.237276 4.4033337 1.6959758 -0.014694214 1.2718083 -1.6904265 -1704.431 73.7251 0.041936874 72.29242706298828;
2.77354 13.940313 -7.804942 4.439831 1.4637945 0.022727966 1.5009059 -1.6635659 -1704.4019 63.385403 0.036496878 74.38356018066406;
2.7987192 10.013813 -5.8782597 4.4676104 1.1032829 0.07306671 1.9992169 -1.6361535 -1702.9248 42.37429 0.027779818 75.97521209716797;
2.8242033 5.9181395 -3.7568395 4.4844637 0.6613357 0.15489197 3.2108307 -1.6085482 -1700.3523 21.444845 0.016853571 76.94083404541016;
2.8496587 -0.63442326 -0.69202644 4.4865017 0.08005196 0.30101013 5.7401385 -1.5832223 -1699.3282 -12.396409 0.0020377636 77.05760955810547;
2.8750455 -5.9624643 -2.5783808 4.4671526 -0.7621596 0.32548523 0.9640842 -1.5596755 -1699.4191 -29.905539 -0.01934886 75.94898223876953;
2.9007032 -19.301794 3.2955089 4.4126463 -2.12435 0.33163452 0.23966597 -1.5426389 -1705.9436 -95.307274 -0.054506063 72.82600402832031;
2.926688 -36.714962 14.204841 4.306774 -4.0743923 0.3312683 -0.014093322 -1.5423654 -1730.724 -195.01646 -0.105871916 66.75997161865234;
2.9530985 -57.424908 39.7457 4.1169505 -7.1874156 0.32743835 -0.14501612 -1.5912127 -1811.4141 -365.66595 -0.18982363 55.883880615234375;
2.979351 -61.012028 74.204185 3.8572752 -9.891412 0.32107544 -0.24237278 -1.7036428 -1967.1088 -518.23865 -0.25967526 41.005584716796875;
3.004778 -40.010994 83.95533 3.6134148 -9.590671 0.3132782 -0.30665392 -1.8145808 -2124.713 -547.33374 -0.24386048 27.033409118652344;
3.0273187 -27.381865 101.477005 3.4088247 -9.076465 0.30455017 -0.3872115 -1.932628 -2294.3655 -632.76056 -0.20459008 15.311262130737305;
3.0485647 -13.1331 92.80611 3.2446704 -7.7263727 0.29560852 -0.42086333 -2.0172539 -2427.637 -592.4069 -0.16415429 5.905914306640625;
3.0696907 0.1423969 91.56494 3.1170554 -6.040658 0.28675842 -0.4189196 -2.068169 -2522.544 -553.56396 -0.12761497 -1.405885100364685;
3.092127 6.293545 59.496037 2.9953058 -5.4264545 0.27729797 -0.42165792 -2.0814726 -2572.6206 -332.28888 -0.12174964 -8.381625175476074;
3.1159658 11.637747 53.20821 2.8737621 -5.0985527 0.2662506 -0.4634184 -2.0888321 -2615.6868 -308.98557 -0.121543646 -15.345563888549805;
3.139705 15.755015 47.73905 2.7624533 -4.6888485 0.25450134 -0.49493417 -2.0896819 -2650.7344 -279.5021 -0.11130881 -21.723087310791016;
3.1634114 19.783707 44.677326 2.6554964 -4.511715 0.2414856 -0.5490371 -2.087854 -2682.3699 -267.8746 -0.10695696 -27.851268768310547;
3.1869588 21.695353 39.652264 2.5565972 -4.200021 0.22767639 -0.5864455 -2.0815647 -2708.1416 -240.64833 -0.098899126 -33.51777267456055;
3.2102706 22.607315 34.784805 2.4684546 -3.7810147 0.21365356 -0.60153085 -2.0712368 -2728.3884 -215.62708 -0.08814263 -38.56797409057617;
3.233498 21.985334 29.839943 2.3826845 -3.6926088 0.19815063 -0.6674381 -2.0583 -2744.8208 -185.55133 -0.08577013 -43.48223876953125;
3.256764 27.267664 31.145315 2.3059287 -3.299066 0.18237305 -0.678142 -2.045388 -2760.8655 -206.84587 -0.07675576 -47.88002014160156;
3.280118 23.89263 24.914572 2.2341378 -3.074024 0.16560364 -0.7180512 -2.029174 -2771.9795 -162.25224 -0.07179093 -51.99333572387695;
3.303674 25.073256 22.890896 2.1642663 -2.9661765 0.14690399 -0.793836 -2.0125792 -2782.0398 -157.54404 -0.069871426 -55.996673583984375;
3.3272607 24.175568 19.851656 2.1019979 -2.6399744 0.1276474 -0.8164146 -1.9947418 -2789.8228 -143.45326 -0.062268496 -59.564395904541016;
3.3509746 24.137005 17.738392 2.0418904 -2.5347023 0.105911255 -0.9166025 -1.9765865 -2796.5752 -136.56447 -0.06010747 -63.008304595947266;
3.3749146 19.543756 14.02628 1.9890387 -2.207667 0.08314514 -0.95096314 -1.9568238 -2800.4373 -104.31412 -0.052851677 -66.03648376464844;
3.3991401 20.312275 12.897474 1.9390769 -2.0623624 0.05683899 -1.0858859 -1.937026 -2803.6057 -103.48947 -0.049961805 -68.89907836914062;
3.4237185 18.710365 10.917121 1.8931284 -1.8694655 0.02571106 -1.266474 -1.9167609 -2805.4458 -90.661995 -0.045948505 -71.53173828125;
3.448657 15.638698 8.911295 1.8555765 -1.5057774 -0.009395599 -1.4077274 -1.8958848 -2805.723 -72.538055 -0.03755188 -73.68330383300781;
3.4740148 12.756112 7.169576 1.8244536 -1.2273502 -0.055114746 -1.8029608 -1.8745438 -2804.6255 -55.641766 -0.031122923 -75.46651458740234;
3.499836 9.585765 5.199976 1.8027446 -0.84073883 -0.12543869 -2.7234864 -1.8527213 -2802.1055 -38.840454 -0.021708965 -76.71034240722656;
3.5259483 3.25757 1.6453632 1.7952578 -0.28671604 -0.27801895 -5.84323 -1.8314656 -2799.7424 -4.5155663 -0.00748682 -77.1393051147461;
3.5523634 -0.87565887 3.4784145 1.8070102 0.44491276 -0.32164383 -1.6515197 -1.811331 -2798.42 8.182913 0.011752367 -76.46595001220703;
3.5791473 -11.747166 -0.59262127 1.8513818 1.6566483 -0.33100128 -0.34936774 -1.7944696 -2801.5525 59.507362 0.044371605 -73.92364501953125;
3.6064377 -28.343506 -9.976543 1.9497683 3.605179 -0.33158875 -0.02152643 -1.7867507 -2818.559 150.4756 0.098386526 -68.28650665283203;
3.6343317 -48.621826 -31.903559 2.1316502 6.52049 -0.32801437 0.12814169 -1.8062837 -2878.747 300.39456 0.1818819 -57.86544418334961;
3.66243 -63.39571 -72.57795 2.396327 9.419625 -0.3216133 0.22780842 -1.8815992 -3029.3801 525.7671 0.2646768 -42.70057678222656;
3.689551 -39.90585 -82.38556 2.660953 9.757248 -0.31327438 0.3074716 -1.9598843 -3187.2922 538.6598 0.26462603 -27.538625717163086;
3.7139184 -24.926748 -96.69546 2.8819435 9.069111 -0.3038025 0.3887121 -2.0380912 -3347.6223 598.8739 0.22099042 -14.87680721282959;
3.73805 -8.906914 -68.12513 3.0518563 7.0411015 -0.294384 0.39029738 -2.0705633 -3434.6316 425.64462 0.16991282 -5.1415205001831055;
3.7617621 2.8296673 -103.31763 3.207986 6.58436 -0.28367233 0.45173615 -2.1172917 -3546.5767 600.7599 0.15612984 3.8040599822998047;
3.7861345 8.963619 -58.67218 3.3367834 5.284545 -0.27305603 0.43558624 -2.1264412 -3596.4844 340.90015 0.1287973 11.183600425720215;
3.809958 17.035048 -59.302303 3.4638243 5.3325925 -0.26071548 0.5179995 -2.1358438 -3647.1218 349.9518 0.12704086 18.462505340576172;
3.8335087 19.187305 -48.86736 3.5708294 4.5436177 -0.24863052 0.51314783 -2.1359663 -3682.0674 290.2682 0.10700512 24.593446731567383;
3.8570251 23.001234 -46.083794 3.673951 4.3850665 -0.2352562 0.5687205 -2.1341708 -3713.6794 278.50342 0.10312152 30.501874923706055;
3.8804526 25.453573 -41.430286 3.7695067 4.07877 -0.22106934 0.60556185 -2.1294422 -3740.0818 256.34833 0.09555578 35.9768180847168;
3.9037545 25.996317 -35.87509 3.8547914 3.6599903 -0.20666504 0.6181599 -2.1218073 -3761.178 232.92235 0.08528471 40.86327362060547;
3.926931 25.859272 -31.473694 3.934504 3.4393885 -0.19140625 0.6583763 -2.1117592 -3777.7092 202.00381 0.07971263 45.43046951293945;
3.950134 29.348715 -30.786894 4.0090647 3.2133603 -0.17521286 0.6978932 -2.1010365 -3792.6963 202.73898 0.074560404 49.702476501464844;
3.9733467 29.344437 -27.641943 4.0817013 3.1291616 -0.15719223 0.77632546 -2.0895495 -3805.9417 190.31334 0.072636366 53.864253997802734;
3.9965758 28.112087 -23.505178 4.146553 2.7918217 -0.1387024 0.7959772 -2.0765314 -3816.0005 168.9064 0.06485152 57.57998275756836;
4.019816 25.509932 -19.553164 4.2068377 2.5940266 -0.11881256 0.8558493 -2.0624247 -3823.6174 145.57387 0.060284853 61.034034729003906;
4.043105 25.664536 -17.750734 4.26254 2.39175 -0.09724808 0.92594314 -2.0478933 -3829.981 140.11708 0.05570197 64.22553253173828;
4.0664024 25.90634 -15.782824 4.315627 2.278684 -0.0725441 1.0603784 -2.0330708 -3835.3232 133.77968 0.053087234 67.2672119140625;
4.0896997 22.290379 -12.852013 4.361397 1.9646007 -0.046142578 1.1332546 -2.0172625 -3838.3071 107.91197 0.045769453 69.88961791992188;
4.1128902 20.268375 -10.973892 4.4017124 1.7384316 -0.016105652 1.2952161 -2.0009947 -3839.8955 94.64736 0.04031539 72.19953918457031;
4.1360736 18.181282 -9.238345 4.435878 1.4737017 0.017608643 1.4542443 -1.9843708 -3840.2656 80.96682 0.034165382 74.15707397460938;
4.1593056 15.140029 -7.3314247 4.46383 1.2031758 0.063812256 1.9887738 -1.9671862 -3839.0007 63.30792 0.027952433 75.75861358642578;
4.1826086 10.653068 -5.152934 4.481576 0.7615361 0.12916565 2.8044844 -1.9495894 -3836.3655 41.07312 0.01774621 76.77538299560547;
4.205982 4.0684447 -1.2067517 4.4879274 0.27174446 0.27350616 6.175304 -1.9326909 -3834.5437 4.86604 0.0063517094 77.13928985595703;
4.2291994 0.030217871 -3.6319206 4.478818 -0.3923685 0.31873322 1.9479896 -1.9161336 -3832.8547 -6.5109844 -0.0091097355 76.61735534667969;
4.2524242 -10.727586 -0.11386891 4.4453764 -1.4399205 0.3297577 0.47468668 -1.9019312 -3835.3757 -56.32787 -0.033441782 74.70130157470703;
4.275742 -25.662426 7.5022197 4.3780627 -2.886815 0.33200073 0.09619513 -1.892709 -3847.5593 -133.05379 -0.06731367 70.8445053100586;
4.299281 -44.039352 21.768301 4.257576 -5.1186314 0.33039093 -0.068389006 -1.8968867 -3886.9001 -248.27281 -0.120486975 63.94112777709961;
4.3229694 -65.255295 52.35148 4.062229 -8.246475 0.32621002 -0.1764953 -1.9356544 -3997.8176 -439.37317 -0.1953466 52.74858093261719;
4.3468285 -53.2971 70.90065 3.8376405 -9.413121 0.32052612 -0.23822768 -1.9868109 -4135.785 -483.37698 -0.22458863 39.88059997558594;
4.370494 -38.022133 84.12686 3.6134148 -9.474897 0.3132782 -0.30626875 -2.0442848 -4288.6694 -538.0969 -0.22422576 27.033409118652344;
4.3925643 -24.656841 97.63968 3.416449 -8.924466 0.30491638 -0.3788718 -2.1032004 -4446.471 -598.98224 -0.1969657 15.74810791015625;
4.4132986 -11.807334 97.3757 3.2581496 -7.6347384 0.29641724 -0.40991145 -2.1513307 -4583.212 -614.956 -0.15829945 6.67821741104126;
4.4325123 0.67639166 103.67158 3.129266 -6.7078524 0.28762817 -0.45743394 -2.1894472 -4700.0215 -613.8016 -0.1288836 -0.706268846988678;
4.450852 7.0968895 89.11364 3.0176368 -6.0868454 0.2791443 -0.46260375 -2.2109437 -4782.1235 -485.8105 -0.11162925 -7.102153301239014;
4.4703493 10.68369 71.99453 2.9199955 -5.0079017 0.27065277 -0.4355197 -2.221018 -4840.033 -420.12708 -0.09764123 -12.696584701538086;
4.491055 16.214664 64.371956 2.8193612 -4.860194 0.2607193 -0.47974283 -2.227266 -4889.87 -378.96228 -0.10063434 -18.462505340576172;
4.511833 21.904848 62.15946 2.7213223 -4.718399 0.24971008 -0.5298496 -2.231838 -4936.2036 -370.0718 -0.09803891 -24.079723358154297;
4.532472 22.3448 52.03903 2.6342628 -4.2181935 0.23867035 -0.5348955 -2.2308736 -4970.3506 -311.8361 -0.0870595 -29.06786346435547;
4.552987 26.175371 48.905807 2.548685 -4.17148 0.2264862 -0.5939152 -2.2287796 -5001.93 -297.95514 -0.08557773 -33.971107482910156;
4.573397 24.522266 40.352734 2.4721613 -3.7493556 0.21427917 -0.5980951 -2.2228508 -5024.7744 -246.4685 -0.07652378 -38.355594635009766;
4.59372 24.634895 35.518635 2.3965657 -3.7197578 0.20079803 -0.66335297 -2.2156467 -5044.522 -220.55672 -0.07559562 -42.68690490722656;
4.6140013 27.073355 33.725468 2.3287482 -3.3438485 0.18727875 -0.6665902 -2.207421 -5061.6924 -218.10306 -0.06781745 -46.57255935668945;
4.634308 27.858566 30.450222 2.261655 -3.3039756 0.17229462 -0.7378878 -2.1981802 -5076.2515 -195.41258 -0.067093134 -50.41671371459961;
4.654726 23.476912 24.874811 2.2014842 -2.9469452 0.15719604 -0.7394716 -2.1871438 -5086.334 -159.41801 -0.06017089 -53.864253997802734;
4.675331 22.6684 21.624554 2.144832 -2.7494469 0.14118958 -0.7768252 -2.1754556 -5094.5303 -144.27293 -0.056652308 -57.11018753051758;
4.69618 21.362185 18.838415 2.0890641 -2.6749012 0.12326813 -0.8596023 -2.1634212 -5101.531 -132.18109 -0.055767775 -60.30544662475586;
4.717074 20.889194 16.79166 2.0371075 -2.4866505 0.104011536 -0.92162234 -2.1509895 -5107.197 -122.70224 -0.051956654 -63.28234100341797;
4.73785 18.092243 13.958383 1.9890387 -2.313626 0.08314514 -1.0043328 -2.1379054 -5110.8984 -99.67263 -0.04806876 -66.03648376464844;
4.758602 15.755784 11.927926 1.9470217 -2.024743 0.061439514 -1.0459656 -2.1243787 -5113.11 -84.24915 -0.042016983 -68.44387817382812;
4.779369 15.694728 10.684096 1.9071174 -1.9215667 0.03617096 -1.2167898 -2.110767 -5114.675 -80.18834 -0.039904356 -70.730224609375;
4.8002276 13.125601 8.961318 1.8719323 -1.6868407 0.007484436 -1.3752866 -2.096831 -5115.006 -64.73076 -0.0351851 -72.74618530273438;
4.8213043 10.2109165 7.2238765 1.842063 -1.4171807 -0.026226044 -1.5994287 -2.0826356 -5114.247 -48.09477 -0.029869318 -74.45757293701172;
4.842516 6.6350374 5.5635595 1.8183839 -1.1163177 -0.06836319 -1.9865031 -2.0682278 -5112.501 -29.151525 -0.023679018 -75.81427764892578;
4.863987 3.144158 3.8024697 1.8021665 -0.7553107 -0.12916565 -2.8318074 -2.0537393 -5110.086 -11.7286215 -0.01621747 -76.74346923828125;
4.885651 -2.8943472 0.11661854 1.7953172 -0.31615543 -0.26256943 -6.157768 -2.0402455 -5109.691 21.805536 -0.006849289 -77.13591003417969;
4.9073343 -5.8078227 2.812446 1.8014231 0.28159344 -0.31609344 -2.4684343 -2.0264914 -5108.2007 27.90807 0.0061059 -76.78606414794922;
4.9292274 -14.709414 0.5662407 1.82656 1.1481724 -0.3284607 -0.5648949 -2.014458 -5110.628 69.88085 0.025136948 -75.3458251953125;
4.951437 -27.725557 -5.9128475 1.879961 2.4044027 -0.33187866 -0.15389551 -2.0056975 -5121.0205 135.28847 0.053400993 -72.28617095947266;
4.973944 -46.62276 -17.654516 1.9764111 4.2852917 -0.33117676 0.03118571 -2.0057392 -5153.746 245.4019 0.09645009 -66.7599868774414;
4.996972 -64.57758 -39.645943 2.1316502 6.7413964 -0.32801437 0.13732934 -2.0244 -5234.617 390.34033 0.1552391 -57.86544418334961;
5.019975 -69.67038 -71.00108 2.346891 9.357089 -0.32291412 0.22172152 -2.0709028 -5388.5405 539.8561 0.21524072 -45.533058166503906;
5.0429034 -50.72752 -83.70915 2.5701003 9.735071 -0.3164444 0.28217113 -2.1211169 -5553.694 562.2839 0.22320938 -32.744102478027344;
5.0652547 -32.631405 -85.02232 2.7717035 9.019718 -0.30887604 0.33860812 -2.163157 -5698.9453 540.8553 0.20160317 -21.193092346191406;
5.086176 -18.765858 -89.365585 2.9482808 8.440162 -0.3003769 0.40624788 -2.2004137 -5832.885 542.2291 0.17657733 -11.075957298278809;
5.1057467 -5.5239363 -61.12969 3.0910778 7.2964387 -0.291893 0.43349764 -2.2147079 -5906.793 353.1938 0.142797 -2.8942925930023193;
5.125608 0.917345 -83.70046 3.207986 5.886307 -0.28367233 0.413909 -2.2316732 -5988.334 490.36993 0.11690831 3.8040599822998047;
5.146093 8.393109 -59.09902 3.3206866 5.501628 -0.27448273 0.44860324 -2.2377975 -6041.1597 345.81082 0.11270046 10.261321067810059;
5.16763 12.376329 -49.89232 3.4294667 5.0507703 -0.26425552 0.47485924 -2.2391272 -6081.1636 290.97803 0.108780146 16.49396324157715;
5.1897144 15.54692 -44.502644 3.5299811 4.5514574 -0.25344467 0.48953313 -2.237404 -6112.87 261.21045 0.10051441 22.253015518188477;
5.21246 18.643751 -41.32456 3.6276891 4.2956457 -0.2414856 0.52577025 -2.234296 -6140.714 247.88144 0.09770799 27.851268768310547;
5.2353854 22.657928 -40.197483 3.722617 4.140732 -0.22826767 0.5765634 -2.2305694 -6166.7466 245.9627 0.09492779 33.29023361206055;
5.2580733 24.564692 -36.83573 3.8110242 3.896629 -0.21428299 0.6163872 -2.2255487 -6189.06 229.8576 0.08840728 38.355594635009766;
5.280706 24.1663 -31.62347 3.8935814 3.6477315 -0.19947815 0.65414137 -2.2189264 -6206.7295 200.37271 0.0825572 43.08577346801758;
5.3034296 29.524704 -33.01108 3.9675329 3.254368 -0.18448639 0.65973943 -2.2121973 -6223.8833 222.20737 0.07395148 47.322879791259766;
5.3260975 29.704058 -28.932253 4.039956 3.1949654 -0.1678505 0.73389596 -2.2044928 -6238.0576 195.13322 0.07242322 51.47242736816406;
5.348697 30.805143 -26.799788 4.107626 2.994303 -0.15011215 0.78490114 -2.196338 -6250.7 191.31346 0.06766963 55.34962844848633;
5.3713 28.371937 -22.377335 4.1680374 2.6727114 -0.1319542 0.8033376 -2.1870325 -6259.7837 162.563 0.06041169 58.81094741821289;
5.393972 27.6279 -19.57307 4.226737 2.5890913 -0.11151886 0.9013509 -2.1773891 -6267.593 151.02925 0.058699608 62.17418670654297;
5.4167233 25.334415 -16.843098 4.2785635 2.2779694 -0.09030151 0.93257815 -2.167065 -6273.117 132.77112 0.051826715 65.14362335205078;
5.439504 26.643042 -15.310224 4.328064 2.172875 -0.06594467 1.0691743 -2.156647 -6278.032 132.6516 0.049500227 67.97978973388672;
5.462309 24.813427 -13.279997 4.3724637 1.9469411 -0.038707733 1.1943475 -2.1457775 -6281.287 118.66684 0.04439974 70.52371215820312;
5.485129 22.43056 -11.223339 4.411253 1.6998018 -0.007484436 1.3682414 -2.1344693 -6282.897 102.579575 0.03878951 72.74617004394531;
5.5079813 19.61718 -9.147124 4.443658 1.4180303 0.027999878 1.5527732 -2.1228132 -6283.1094 84.91834 0.032405138 74.60283660888672;
5.5308757 15.013259 -7.05022 4.4676104 1.0462211 0.07306671 1.9684557 -2.1107175 -6281.6343 60.999306 0.023952723 75.97521209716797;
5.553853 11.68398 -4.928609 4.483592 0.69553626 0.14556122 3.1550705 -2.0982616 -6278.688 43.314037 0.015981436 76.8908920288086;
5.57693 4.53989 -1.138729 4.4876013 0.1737244 0.2888031 6.2071733 -2.0863423 -6276.9517 5.6394076 0.0040090084 77.12060546875;
5.6000795 0.22445537 -3.8047483 4.475208 -0.5353686 0.32164764 1.4188061 -2.0747101 -6275.695 -5.5412154 -0.012393475 76.41050720214844;
5.623433 -11.813141 0.8573243 4.4366035 -1.6530287 0.3305359 0.38059568 -2.0647068 -6279.0137 -62.665672 -0.03860402 74.19865417480469;
5.646901 -27.065369 9.151907 4.3615093 -3.1998677 0.3319397 0.05981802 -2.0584023 -6293.316 -141.66197 -0.07509446 69.89607238769531;
5.6704283 -47.67814 26.40647 4.2298365 -5.5966635 0.3298416 -0.08917774 -2.0631268 -6341.313 -277.7975 -0.13167262 62.351768493652344;
5.6939955 -68.18021 61.22346 4.0242662 -8.72266 0.325325 -0.19164634 -2.095243 -6474.101 -497.90878 -0.20557022 50.573463439941406;
5.7170143 -61.086037 86.34468 3.7986767 -9.800216 0.3194046 -0.25719854 -2.140761 -6649.5615 -591.04834 -0.22558951 37.648136138916016;
5.7380605 -51.17593 121.64679 3.578645 -10.45472 0.3119583 -0.35380742 -2.2075086 -6892.7905 -777.41394 -0.22003174 25.041248321533203;
5.757025 -30.52665 117.01662 3.4088247 -8.954643 0.30455017 -0.39063212 -2.2564359 -7082.2583 -717.91284 -0.16982031 15.311262130737305;
5.7761827 -13.997175 102.35512 3.2717705 -7.1539564 0.29722595 -0.38230962 -2.2873259 -7216.4106 -643.8296 -0.1370542 7.458634376525879;
5.7952924 -1.6016085 84.78908 3.1478004 -6.4873195 0.28935242 -0.41202006 -2.3040235 -7306.56 -487.75974 -0.12397003 0.35567525029182434;
5.8159313 2.1709805 74.202835 3.0403605 -5.2056403 0.28097534 -0.40588275 -2.3103504 -7364.197 -400.58905 -0.107439995 -5.800183296203613;
5.836437 11.351502 78.50609 2.9304955 -5.357774 0.2716217 -0.45614797 -2.3197718 -7431.953 -458.15417 -0.10986495 -12.09498119354248;
5.8566113 18.807037 74.61092 2.8242147 -5.2681713 0.26122284 -0.51545525 -2.3275163 -7494.616 -439.02927 -0.1062808 -18.18442153930664;
5.876435 22.067736 65.38074 2.7303555 -4.734701 0.25078583 -0.5264921 -2.330845 -7543.24 -386.79153 -0.093859196 -23.562158584594727;
5.8960104 24.767298 58.79863 2.6427171 -4.476894 0.2397995 -0.56122243 -2.3318572 -7584.4375 -353.43915 -0.08763838 -28.583465576171875;
5.915484 26.782944 52.543972 2.5605686 -4.2184534 0.22826385 -0.59237295 -2.3306952 -7618.5615 -317.88382 -0.08214855 -33.29023361206055;
5.9349227 24.275194 42.822426 2.4871016 -3.7794008 0.21677399 -0.5910791 -2.3264756 -7642.6035 -257.13803 -0.073467016 -37.49958038330078;
5.954281 25.234629 38.258366 2.4176915 -3.5855722 0.20472717 -0.6223119 -2.3213763 -7663.604 -240.54237 -0.069410086 -41.47648620605469;
5.973731 26.73959 35.17547 2.3486814 -3.5480044 0.19140625 -0.68486714 -2.3155696 -7682.092 -221.06393 -0.06901002 -45.43046951293945;
5.9933577 26.255842 31.59147 2.2867336 -3.1563208 0.17810059 -0.6779406 -2.3085272 -7696.27 -198.0273 -0.061947823 -48.97981643676758;
6.0130696 25.457434 27.967367 2.2251263 -3.1253989 0.16333771 -0.7489346 -2.3010435 -7708.7417 -181.30836 -0.06160736 -52.50965881347656;
6.032789 24.28181 24.497416 2.1670754 -2.943845 0.14770508 -0.7927536 -2.292847 -7718.5703 -159.6162 -0.05805087 -55.83572769165039;
6.0524154 21.264465 20.338379 2.1151476 -2.6458383 0.13195801 -0.80234855 -2.2838569 -7725.4478 -132.51749 -0.051927805 -58.81097412109375;
6.071976 20.727993 18.240608 2.0638454 -2.6226737 0.1142807 -0.9037003 -2.2747457 -7731.622 -125.61546 -0.051302195 -61.75037384033203;
6.0915027 18.26208 15.529987 2.018331 -2.3309038 0.0962677 -0.92249095 -2.2651641 -7735.893 -107.80258 -0.045514345 -64.358154296875;
6.1110897 18.279882 14.032734 1.9739044 -2.2681632 0.07577515 -1.0462284 -2.2554426 -7739.371 -100.85024 -0.04442668 -66.90361022949219;
6.130807 17.20865 12.489919 1.9332242 -2.0631921 0.053337097 -1.1379993 -2.2454863 -7741.724 -91.60491 -0.04068017 -69.23441314697266;
