1.73E-01,4.73E-01,3.81E-01,5.40E-01,9.90E-01,8.23E-01,6.56E-01,3.40E-01,8.19E-01,-0.246105626
6.23E-01,9.40E-01,4.65E-01,3.10E-01,8.90E-01,5.15E-01,7.10E-01,8.52E-01,6.23E-01,0.540167034
5.56E-01,7.85E-01,8.27E-01,4.60E-01,4.81E-01,5.31E-01,2.90E-01,5.40E-01,8.35E-01,-0.811173856
5.94E-01,4.69E-01,1.90E-01,1.81E-01,8.77E-01,5.94E-01,2.94E-01,1.52E-01,9.44E-01,0.097578108
4.37E-02,5.44E-01,7.52E-01,8.23E-01,6.65E-01,1.85E-01,4.81E-01,6.73E-01,7.85E-01,-1.029585123
4.02E-01,2.60E-01,9.02E-01,7.27E-01,1.02E-01,6.69E-01,4.19E-01,9.10E-01,2.77E-01,-2.763422489
5.10E-01,7.52E-01,5.15E-01,8.35E-01,3.98E-01,8.98E-01,6.65E-01,1.56E-01,7.81E-01,-1.656422853
8.69E-01,1.27E-01,7.65E-01,8.19E-01,6.73E-01,8.40E-01,5.65E-01,6.27E-01,4.27E-01,-0.961526453
8.02E-01,2.94E-01,1.56E-01,9.38E-02,5.10E-01,5.65E-01,8.52E-01,8.73E-01,3.60E-01,-0.231336713
3.94E-01,5.15E-01,4.27E-01,9.98E-01,2.44E-01,1.73E-01,8.60E-01,6.77E-01,6.27E-01,-0.829664648
9.56E-01,5.81E-01,2.15E-01,1.90E-01,6.98E-01,5.06E-01,6.98E-01,8.94E-01,6.60E-01,0.41550529
7.10E-01,1.10E-01,5.06E-01,2.27E-01,6.81E-01,1.65E-01,2.98E-01,3.69E-01,6.69E-01,-0.73823446
5.52E-01,8.65E-01,6.04E-02,1.02E-01,6.27E-01,6.04E-02,9.56E-01,5.69E-01,2.71E-02,0.119916566
3.96E-02,2.56E-01,7.10E-01,1.31E-01,4.44E-01,7.19E-01,5.94E-01,8.02E-01,5.94E-01,-1.040074706
9.19E-01,8.35E-01,3.19E-01,8.40E-01,6.02E-01,7.35E-01,3.52E-01,3.44E-01,8.98E-01,-2.801124096
3.73E-01,3.23E-01,8.35E-01,6.81E-01,4.23E-01,6.25E-03,4.79E-02,2.73E-01,9.10E-01,-1.651690125
9.31E-01,8.31E-01,9.60E-01,9.52E-01,4.77E-01,4.23E-01,9.90E-01,3.85E-01,5.62E-02,-1.421936154
7.73E-01,4.23E-01,9.19E-01,1.65E-01,3.60E-01,8.52E-01,1.60E-01,1.69E-01,1.65E-01,-1.686256528
4.06E-01,4.48E-01,2.06E-01,7.90E-01,1.06E-01,9.69E-01,9.40E-01,7.65E-01,8.02E-01,-0.730096638
8.40E-01,8.77E-01,7.73E-01,6.88E-02,4.98E-01,4.56E-01,8.06E-01,5.02E-01,8.12E-02,-1.246186137
7.94E-01,6.46E-02,2.85E-01,7.15E-01,3.02E-01,7.65E-01,6.81E-01,8.44E-01,9.85E-01,-0.922743857
2.71E-02,1.90E-01,2.65E-01,2.56E-01,7.10E-01,5.60E-01,9.44E-01,7.98E-01,1.56E-01,-0.151605114
7.40E-01,2.23E-01,5.52E-01,3.23E-01,4.31E-01,5.90E-01,2.08E-03,6.04E-02,9.69E-01,-0.855760634
5.62E-02,7.06E-01,6.27E-01,8.44E-01,2.73E-01,6.65E-01,8.94E-01,9.79E-02,8.65E-01,-1.067534924
9.65E-01,4.27E-01,6.77E-01,9.77E-01,2.23E-01,4.27E-01,2.81E-01,8.96E-02,9.02E-01,-1.40854156
1.44E-01,1.77E-01,4.81E-01,7.77E-01,3.52E-01,7.77E-01,2.56E-01,7.90E-01,4.15E-01,-0.885106325
7.81E-01,6.98E-01,7.19E-01,3.94E-01,8.15E-01,2.71E-02,6.73E-01,6.02E-01,7.06E-01,3.426013231
5.15E-01,3.40E-01,2.60E-01,7.98E-01,9.35E-01,4.15E-01,1.65E-01,8.90E-01,9.73E-01,-0.833569288
7.77E-01,1.56E-01,8.19E-01,1.48E-01,7.19E-01,9.60E-01,9.65E-01,8.56E-01,6.98E-01,-1.079488873
6.85E-01,9.37E-02,3.73E-01,9.56E-01,3.48E-01,4.02E-01,8.96E-02,7.06E-01,2.48E-01,-0.763715088
8.48E-01,4.60E-01,7.40E-01,8.81E-01,1.73E-01,1.77E-01,5.27E-01,1.23E-01,1.31E-01,-2.440279961
7.35E-01,6.40E-01,2.35E-01,1.15E-01,1.40E-01,2.19E-01,5.35E-01,4.79E-02,2.08E-03,-0.06783323
2.23E-01,7.77E-01,7.35E-01,6.56E-01,2.10E-01,3.85E-01,5.48E-01,3.98E-01,9.90E-01,-1.557356
9.06E-01,6.87E-02,8.77E-01,1.56E-01,3.12E-02,1.56E-01,6.02E-01,2.98E-01,7.48E-01,-4.485060215
5.02E-01,3.35E-01,7.90E-01,6.60E-01,8.73E-01,9.23E-01,8.35E-01,3.60E-01,9.65E-01,-2.051386356
6.35E-01,5.60E-01,6.19E-01,9.35E-01,9.79E-02,7.15E-01,2.73E-01,1.65E-01,7.52E-01,-1.478379488
2.98E-01,7.60E-01,9.69E-01,7.56E-01,8.48E-01,3.15E-01,3.31E-01,1.46E-02,6.19E-01,-1.062010765
2.90E-01,7.73E-01,5.35E-01,4.65E-01,3.56E-01,5.52E-01,6.88E-02,1.19E-01,5.19E-01,-0.983833432
1.15E-01,2.15E-01,6.44E-01,6.23E-01,9.56E-01,8.31E-01,3.73E-01,4.31E-01,2.10E-01,-0.800227821
6.02E-01,2.81E-01,1.88E-02,2.02E-01,2.69E-01,1.44E-01,4.56E-01,7.31E-01,4.94E-01,0.148710236
4.94E-01,5.19E-01,9.85E-01,3.96E-02,2.48E-01,6.94E-01,3.85E-01,8.40E-01,5.21E-02,-1.425748467
4.27E-01,4.44E-01,9.10E-01,5.31E-01,5.19E-01,1.98E-01,4.02E-01,6.46E-02,3.44E-01,-2.460745096
1.40E-01,1.73E-01,1.06E-01,7.85E-01,5.56E-01,4.81E-01,7.06E-01,9.65E-01,5.06E-01,-0.34573555
9.94E-01,1.98E-01,3.15E-01,6.98E-01,7.69E-01,3.12E-02,4.60E-01,7.77E-01,4.10E-01,-0.160612985
3.15E-01,7.71E-02,8.85E-01,6.02E-01,5.23E-01,7.71E-02,5.62E-02,6.98E-01,3.69E-01,-2.064462662
6.81E-01,7.35E-01,4.44E-01,9.65E-01,8.81E-01,9.65E-01,4.35E-01,5.10E-01,2.35E-01,-2.402168036
2.10E-01,8.06E-01,6.81E-01,8.65E-01,3.65E-01,2.10E-01,1.19E-01,2.02E-01,8.48E-01,-1.120607615
5.73E-01,1.46E-02,7.77E-01,6.25E-03,3.10E-01,7.23E-01,9.06E-01,3.65E-01,8.54E-02,-1.506621003
5.65E-01,6.25E-03,4.85E-01,1.60E-01,9.85E-01,6.10E-01,5.81E-01,1.31E-01,6.25E-03,-0.253189623
