st,ad,theta,phi,alpha1,alpha2,m,p,t,ct,cl,eta
0.7141671482765183,0.9795351106620284,0.5563490635321815,0.5156686735675761,0.9447694608362149,0.9962347101712191,0.7071219721363827,0.8018824823052918,0.9550345108150482,,2.012310266494751,-5.053515434265137
0.9136171715802602,0.9973547078799212,0.5000011746143105,0.4052810616137418,0.8969842296133204,0.9918124973366022,0.66202822414213,0.3882541544417932,0.9004658004486255,4.324200630187988,4.501995086669922,-5.58682107925415
0.9165886328708739,0.9911516769839379,0.5320727661356306,0.6000040310565055,0.9021646291707014,0.9084077478726967,0.606971840951892,0.43317601697499725,0.8872715148946513,,-0.03433973342180252,
0.8600000143051147,0.9229498325196513,0.39772744178902464,0.5982544676875735,0.9115802924297153,0.9259522030320795,0.5760524442130923,0.5075363675575623,0.8413154672818828,,3.9374547004699707,
0.4993934021573653,0.9728404662263123,0.5268048964530941,0.4733052545851242,0.981223345088622,0.9133739948328689,0.3015900225139365,0.9977127762491546,0.9164711223294277,,1.1579406261444092,-1.8198254108428955
0.40869732017738075,0.9976062912523669,0.5286873249541664,0.5866291018978648,0.9018741379046284,0.9981592310991686,0.5766243483696498,0.28110427658746723,0.972019104007536,3.068186044692993,2.468876361846924,-2.9956445693969727
0.9296262987959502,0.9964353147155172,0.5097495259996327,0.40553075700358027,0.8969842296133204,0.9900000095367432,0.668005185122277,0.3892646892964998,0.9668942658624403,4.038826942443848,3.754427909851074,-4.819949150085449
0.9823496494852774,0.14403508182450667,0.009999999776482582,0.8822925827993198,0.8187685733267406,0.5417830794530218,0.9184190311722253,0.8718181561987264,0.9070890407054191,-0.31825894117355347,1.0064055919647217,0.8304818868637085
0.8439707223259401,0.8817624698700094,0.06503828759072988,0.9937400149253439,0.8729628122309879,0.9998842518437906,0.7968924184751986,0.3746521146492142,0.8427573108246063,3.0352468490600586,,-9.105316162109375
0.5010106587395069,0.9953692434016258,0.6178861019542362,0.5552450713608716,0.8734002910214798,0.9844983844749515,0.2541693268768884,0.9704412536805788,0.9004086500990266,,0.11895139515399933,-1.5817008018493652
0.7618437343672188,0.8767322549142345,0.0022605604163346837,0.9858311381596285,0.42603351759042896,0.2965525895989331,0.7624315889822362,0.4150226582355486,0.9139135101820101,-0.1739315539598465,0.41391825675964355,1.6293704509735107
0.7508537897508772,0.9622737790878504,0.5175540687720572,0.2707645680664752,0.9172929525375366,0.9917210843742332,0.2069900291780712,0.8099956031878894,0.9847318608057407,1.7325940132141113,0.8043606281280518,0.30446213483810425
0.7908287422090791,0.9118164395448779,0.5223005531072208,0.29239285690143935,0.9921379763395765,0.9703057302942613,0.036024939050566515,0.6479578836017287,0.8932496757800765,2.0611720085144043,0.39754974842071533,0.23800122737884521
0.94669652327117,0.9258036328804252,0.0,0.9900000095367432,0.8146194987902842,0.9736064615260763,0.7667244796666859,0.3808659509455178,0.910458494128494,,5.927712440490723,
0.9091918735848217,0.21993872339608295,0.5281112259561319,0.9881715746423034,0.9828437895648551,0.04428742042456135,0.714798766812085,0.8366641753737123,0.6811022762340012,-0.5705989599227905,0.03647864982485771,
0.6963731079739861,0.919263467329272,0.3829803466348316,0.3418075527273833,0.9565282011549104,0.9753644060601279,0.018271317669821374,0.36590666578517267,0.9368768136409764,2.865349769592285,0.8762204647064209,-0.2308776080608368
0.5524967580994258,0.9999986629479127,0.5552954211612231,0.305930723083461,0.9569784854613815,0.9907083931215134,0.42359262120802443,0.7266762165700013,0.908321855578952,2.4063966274261475,1.3481725454330444,-0.2470703125
0.8796711083451372,0.9898985272172389,0.5901569673354116,0.4323275485739194,0.978688634986687,0.9977988376763285,0.7668546176136638,0.7518255004852898,0.8467066204058178,6.7549967765808105,2.802510976791382,-4.405078411102295
0.8664116849837514,0.831147350752609,0.027283091098070145,0.9159125627685553,0.5041189839151908,0.22487218356533617,0.6711486542522643,0.41645095968327184,0.4465344495339033,-0.4724029302597046,0.4519253373146057,1.9135925769805908
0.7787831851214992,0.9200000166893005,0.6131891479871366,0.2464917242904288,0.9000509099449923,0.9758799425765718,0.13864214477002293,0.2871080408869127,0.9661077755409736,1.4752988815307617,0.7800289392471313,0.33310365676879883
