-1.213345527648925781e+00,7.287368923425674438e-02,-6.953593492507934570e-01
-1.365089297294616699e+00,-3.170336037874221802e-02,-3.083596706390380859e+00
2.711114846169948578e-02,-9.752696007490158081e-02,-2.016892433166503906e+00
-1.208952903747558594e+00,2.626053094863891602e-01,-1.195173487067222595e-01
-2.168282508850097656e+00,-1.043838933110237122e-01,-2.391316175460815430e+00
-2.280309677124023438e+00,-7.064993977546691895e-01,-1.178448915481567383e+00
-6.436958312988281250e-01,1.676741093397140503e-01,-8.572506904602050781e-02
-1.540578603744506836e+00,-1.773924827575683594e-01,-1.363160908222198486e-01
-1.120988249778747559e+00,-1.160956978797912598e+00,-1.201605129241943359e+01
9.172478690743446350e-03,-1.982372254133224487e-01,-1.085356324911117554e-01
-2.312185019254684448e-01,2.424085587263107300e-01,-2.220176160335540771e-01
-1.720306754112243652e+00,7.143504917621612549e-02,1.676696687936782837e-01
-3.578406810760498047e+00,1.400300264358520508e-01,-7.482618093490600586e-01
-3.947209835052490234e+00,2.379582449793815613e-02,-7.567841053009033203e+00
-2.620843887329101562e+00,-5.912274122238159180e-03,1.830004900693893433e-01
-4.874431192874908447e-01,-3.974217548966407776e-02,-8.218978643417358398e-01
-1.622546195983886719e+00,3.467302620410919189e-01,-6.747842431068420410e-01
-8.650051355361938477e-01,-1.748615689575672150e-02,8.977379649877548218e-02
-4.730107784271240234e-01,-7.868872582912445068e-02,-1.118209600448608398e+00
-8.459266424179077148e-01,4.212831333279609680e-02,-6.251483559608459473e-01
-5.582082867622375488e-01,-3.456663712859153748e-02,-3.018276095390319824e-01
1.205372624099254608e-02,1.700305938720703125e-02,-4.643535017967224121e-01
-1.255722045898437500e+00,4.393963888287544250e-02,1.570549756288528442e-01
3.600008010864257812e+00,3.477735519409179688e-01,-6.644104003906250000e+00
-1.395116090774536133e+00,-6.850612815469503403e-03,-6.196441054344177246e-01
-1.491848111152648926e+00,8.117296546697616577e-02,-6.243926286697387695e-01
-2.556597888469696045e-01,-1.092144474387168884e-01,-2.622903287410736084e-01
-1.717718601226806641e+00,6.256967037916183472e-02,7.065196987241506577e-03
-1.371610879898071289e+00,4.701938927173614502e-01,-8.104526251554489136e-02
-2.033809900283813477e+00,5.566400289535522461e-02,-4.120247662067413330e-01
-7.472949028015136719e-01,-1.359745860099792480e-01,-4.955763518810272217e-01
-1.986047983169555664e+00,-1.025466993451118469e-01,-2.524328529834747314e-01
4.314371943473815918e-02,-4.351049289107322693e-02,-1.518349647521972656e-01
-2.648758590221405029e-01,3.921899199485778809e-02,-3.961566090583801270e-01
-2.395658493041992188e+00,1.148025691509246826e-01,-1.412067651748657227e+00
-1.722306251525878906e+00,6.820282340049743652e-02,-1.523270130157470703e+00
-2.951757013797760010e-01,-2.239771634340286255e-01,-6.983019411563873291e-02
-5.756078958511352539e-01,3.826821967959403992e-02,-7.453064620494842529e-02
-6.972640156745910645e-01,-2.711357735097408295e-02,-1.058921098709106445e+00
-1.000591665506362915e-01,-3.905154168605804443e-01,-7.939968705177307129e-01
8.969970047473907471e-03,-3.065336961299180984e-03,-1.192468926310539246e-01
1.209513664245605469e+00,-4.586956799030303955e-01,-1.915738105773925781e+00
1.995702832937240601e-01,-6.264877319335937500e-02,-2.199766159057617188e+00
2.777973413467407227e-01,-2.739273607730865479e-01,-8.867328166961669922e-01
1.848356366157531738e+00,-1.616481423377990723e+00,-1.024726200103759766e+01
-4.950721561908721924e-01,5.273587256669998169e-02,-1.855628639459609985e-01
-1.036687970161437988e+00,3.859303891658782959e-01,-4.402369856834411621e-01
-1.201651990413665771e-01,3.750836476683616638e-02,-2.934209071099758148e-02
-2.950616180896759033e-01,-9.286523610353469849e-02,-1.539179384708404541e-01
-4.697494208812713623e-01,1.103923656046390533e-02,4.546712711453437805e-02
-1.561872243881225586e+00,-4.028042405843734741e-02,9.776072204113006592e-02
