5.989999918536079715e-01,6.794999957999999651e+01,8.144999532231191886e-01,-4.939925382000000198e+00,1.575335807999999949e+00,2.797854487500000076e+01,-9.628999999999999782e-01,1.006999999999999978e-01
5.270000066163083030e-01,7.035000084000000697e+01,-1.935000254739996928e-01,-4.999166658000000041e+00,7.024583339999999509e+00,1.701504630000000162e+01,-2.441399999999999793e+00,-9.133000000000000007e-01
5.530000077408891990e-01,7.184999940000000151e+01,-2.384999810819079524e-01,5.750999999999999446e+00,6.582214278000000363e+00,2.769285694999999947e+01,-1.979600000000000026e+00,-2.423399999999999999e+00
5.709999921502131315e-01,5.865000125999999625e+01,-1.304999785429310499e-01,4.301632584000000037e+00,1.701734687999999940e+00,1.765816327499999971e+01,-9.250000000000000444e-01,1.642600000000000060e+00
3.029999973891485121e-01,2.895000011999999856e+01,-8.145000000231180648e-01,-3.526779654000000264e+00,2.703050801999999919e+00,1.429449152499999975e+01,-3.184899999999999842e+00,5.600000000000000117e-02
5.449999910256320135e-01,3.404999970000000076e+01,3.015000262129767794e-01,6.998592293999999825e+00,7.711820432999999753e+00,1.394599514999999990e+01,-3.045799999999999841e+00,4.748099999999999987e+00
4.929999879764699333e-01,4.334999976000000288e+01,8.415000335078615112e-01,5.907514967999999200e+00,1.855650870000000063e+00,3.001997032499999918e+01,-2.603000000000000203e+00,-5.538999999999999480e-01
2.310000001518477120e-01,4.245000066000000061e+01,-8.055000020615366019e-01,-3.934180331999999503e+00,6.489221319000000321e+00,2.827356557499999923e+01,-2.983400000000000052e+00,1.700000000000000122e-01
5.989999918536079715e-01,6.794999957999999651e+01,8.144999532231191886e-01,-4.939925382000000198e+00,1.575335807999999949e+00,2.797854487500000076e+01,-1.050499999999999989e+00,2.454000000000000070e-01
5.270000066163083030e-01,7.035000084000000697e+01,-1.935000254739996928e-01,-4.999166658000000041e+00,7.024583339999999509e+00,1.701504630000000162e+01,-2.375100000000000211e+00,-8.184000000000000163e-01
5.530000077408891990e-01,7.184999940000000151e+01,-2.384999810819079524e-01,5.750999999999999446e+00,6.582214278000000363e+00,2.769285694999999947e+01,-2.140099999999999891e+00,-2.637999999999999901e+00
5.709999921502131315e-01,5.865000125999999625e+01,-1.304999785429310499e-01,4.301632584000000037e+00,1.701734687999999940e+00,1.765816327499999971e+01,-1.027700000000000058e+00,1.551900000000000057e+00
3.029999973891485121e-01,2.895000011999999856e+01,-8.145000000231180648e-01,-3.526779654000000264e+00,2.703050801999999919e+00,1.429449152499999975e+01,-3.250000000000000000e+00,-3.618999999999999995e-01
5.449999910256320135e-01,3.404999970000000076e+01,3.015000262129767794e-01,6.998592293999999825e+00,7.711820432999999753e+00,1.394599514999999990e+01,-2.876999999999999780e+00,4.141300000000000203e+00
4.929999879764699333e-01,4.334999976000000288e+01,8.415000335078615112e-01,5.907514967999999200e+00,1.855650870000000063e+00,3.001997032499999918e+01,-2.803599999999999870e+00,-3.632000000000000228e-01
2.310000001518477120e-01,4.245000066000000061e+01,-8.055000020615366019e-01,-3.934180331999999503e+00,6.489221319000000321e+00,2.827356557499999923e+01,-3.078599999999999781e+00,1.328000000000000014e-01
3.569999986171243922e-01,3.224999963999999864e+01,-2.115000069971630925e-01,-4.939925382000000198e+00,1.575335807999999949e+00,2.797854487500000076e+01,-2.230500000000000149e+00,-3.580999999999999739e-01
